id,gender,age,age_o,race,race_o,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,match
1061,female,23,27,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,1,4,Social Work,10.0,25.0,20.0,10.0,20.0,15.0,3,10,3,8,8,5.0,5.0,9.0,,9.0,,20.0,20.0,20.0,20.0,10.0,10.0,4.0,4.0,5.0,2.0,2.0,3.0,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,0.56,7,0,1.0,8.0,2.0,0,0
1062,female,26,28,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,8,8,Operations Research [SEAS],10.0,20.0,15.0,20.0,20.0,15.0,7,9,8,7,7,5.0,6.0,7.0,6.0,9.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,7.0,8.0,8.0,6.0,9.0,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,0.27,5,3,2.0,5.0,5.0,0,0
1063,female,26,26,Asian/Pacific Islander/Asian-American,European/Caucasian-American,8,8,Operations Research [SEAS],10.0,20.0,15.0,20.0,20.0,15.0,7,9,8,7,7,5.0,6.0,6.0,5.0,5.0,4.0,18.0,18.0,18.0,19.0,13.0,14.0,4.0,7.0,7.0,6.0,5.0,5.0,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,-0.04,5,3,2.0,5.0,5.0,0,0
1064,female,26,26,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,8,8,Operations Research [SEAS],10.0,20.0,15.0,20.0,20.0,15.0,7,9,8,7,7,7.0,7.0,7.0,5.0,5.0,5.0,10.0,20.0,20.0,22.0,6.0,22.0,8.0,9.0,9.0,9.0,8.0,8.0,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,0.49,5,3,2.0,7.0,5.0,1,0
1065,female,26,29,Asian/Pacific Islander/Asian-American,European/Caucasian-American,8,8,Operations Research [SEAS],10.0,20.0,15.0,20.0,20.0,15.0,7,9,8,7,7,7.0,7.0,7.0,7.0,7.0,7.0,50.0,7.0,20.0,23.0,0.0,0.0,5.0,7.0,8.0,6.0,7.0,7.0,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,-0.27,5,3,2.0,7.0,5.0,0,0
1066,female,26,39,Asian/Pacific Islander/Asian-American,European/Caucasian-American,8,8,Operations Research [SEAS],10.0,20.0,15.0,20.0,20.0,15.0,7,9,8,7,7,2.0,2.0,2.0,2.0,2.0,2.0,40.0,20.0,15.0,20.0,0.0,5.0,10.0,10.0,10.0,,,,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,0.13,5,3,2.0,2.0,2.0,0,0
1067,female,26,28,Asian/Pacific Islander/Asian-American,European/Caucasian-American,8,8,Operations Research [SEAS],10.0,20.0,15.0,20.0,20.0,15.0,7,9,8,7,7,7.0,7.0,7.0,7.0,7.0,7.0,30.0,30.0,20.0,10.0,10.0,0.0,6.0,7.0,8.0,8.0,8.0,9.0,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,0.9,5,3,2.0,7.0,5.0,0,0
1068,female,26,30,Asian/Pacific Islander/Asian-American,Other,8,8,Operations Research [SEAS],10.0,20.0,15.0,20.0,20.0,15.0,7,9,8,7,7,4.0,6.0,6.0,6.0,6.0,4.0,20.0,25.0,25.0,15.0,5.0,10.0,4.0,8.0,8.0,8.0,6.0,4.0,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,0.56,5,3,2.0,5.0,5.0,0,0
1069,female,26,22,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,8,8,Operations Research [SEAS],10.0,20.0,15.0,20.0,20.0,15.0,7,9,8,7,7,4.0,6.0,6.0,5.0,5.0,5.0,40.0,8.0,10.0,12.0,10.0,20.0,6.0,8.0,8.0,6.0,,,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,0.35,5,3,2.0,5.0,5.0,0,0
107,male,27,25,European/Caucasian-American,European/Caucasian-American,7,3,Finance,35.0,20.0,20.0,20.0,0.0,5.0,8,9,7,8,5,8.0,7.0,6.0,6.0,6.0,5.0,9.09,18.18,27.27,18.18,18.18,9.09,5.0,8.0,7.0,4.0,7.0,5.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.03,7,3,0.0,7.0,4.0,0,0
1070,female,26,32,Asian/Pacific Islander/Asian-American,European/Caucasian-American,8,8,Operations Research [SEAS],10.0,20.0,15.0,20.0,20.0,15.0,7,9,8,7,7,2.0,2.0,2.0,2.0,2.0,2.0,30.0,10.0,30.0,20.0,10.0,0.0,4.0,4.0,4.0,4.0,6.0,3.0,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,-0.15,5,3,2.0,2.0,2.0,0,0
1071,female,26,26,Asian/Pacific Islander/Asian-American,European/Caucasian-American,8,8,Operations Research [SEAS],10.0,20.0,15.0,20.0,20.0,15.0,7,9,8,7,7,5.0,5.0,5.0,5.0,5.0,5.0,40.0,5.0,20.0,10.0,10.0,15.0,5.0,7.0,8.0,6.0,7.0,6.0,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,-0.18,5,3,2.0,5.0,5.0,0,0
1073,female,26,25,Asian/Pacific Islander/Asian-American,Black/African American,8,8,Operations Research [SEAS],10.0,20.0,15.0,20.0,20.0,15.0,7,9,8,7,7,6.0,6.0,6.0,6.0,6.0,6.0,30.0,15.0,20.0,20.0,0.0,5.0,5.0,9.0,8.0,9.0,5.0,6.0,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,0.03,5,3,2.0,6.0,5.0,0,0
1074,female,26,22,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,8,8,Operations Research [SEAS],10.0,20.0,15.0,20.0,20.0,15.0,7,9,8,7,7,5.0,5.0,5.0,5.0,5.0,5.0,10.0,20.0,35.0,10.0,5.0,20.0,8.0,10.0,10.0,6.0,9.0,8.0,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,0.24,5,3,2.0,5.0,5.0,0,0
1075,female,26,21,Asian/Pacific Islander/Asian-American,European/Caucasian-American,8,8,Operations Research [SEAS],10.0,20.0,15.0,20.0,20.0,15.0,7,9,8,7,7,5.0,7.0,7.0,7.0,5.0,6.0,19.0,24.0,21.0,23.0,5.0,8.0,6.0,8.0,9.0,7.0,6.0,5.0,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,0.52,5,3,2.0,6.0,5.0,0,1
1077,female,26,25,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,8,8,Operations Research [SEAS],10.0,20.0,15.0,20.0,20.0,15.0,7,9,8,7,7,5.0,5.0,5.0,5.0,5.0,5.0,15.0,10.0,30.0,10.0,5.0,30.0,7.0,10.0,7.0,7.0,7.0,5.0,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,0.8,5,3,2.0,5.0,5.0,0,0
1079,female,26,27,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,8,8,Operations Research [SEAS],10.0,20.0,15.0,20.0,20.0,15.0,7,9,8,7,7,6.0,6.0,6.0,6.0,6.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,3.0,6.0,5.0,5.0,3.0,7.0,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,0.4,5,3,2.0,7.0,5.0,0,0
108,male,27,26,European/Caucasian-American,Other,7,3,Finance,35.0,20.0,20.0,20.0,0.0,5.0,8,9,7,8,5,6.0,8.0,7.0,8.0,7.0,5.0,20.0,10.0,20.0,30.0,10.0,10.0,8.0,10.0,9.0,8.0,7.0,6.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.19,7,3,0.0,6.0,4.0,0,0
1080,female,27,28,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,3,1,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,1.0,,8.0,7.0,,7.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,7.0,7.0,7.0,7.0,5.0,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,0.61,7,10,4.0,5.0,5.0,0,0
1081,female,27,26,Asian/Pacific Islander/Asian-American,European/Caucasian-American,3,1,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,7.0,9.0,9.0,8.0,9.0,8.0,18.0,18.0,18.0,19.0,13.0,14.0,5.0,8.0,7.0,5.0,6.0,4.0,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,0.31,7,10,4.0,8.0,8.0,0,0
1082,female,27,26,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,3,1,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,6.0,7.0,8.0,7.0,8.0,7.0,10.0,20.0,20.0,22.0,6.0,22.0,6.0,7.0,7.0,6.0,,,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,-0.36,7,10,4.0,7.0,8.0,0,0
1083,female,27,29,Asian/Pacific Islander/Asian-American,European/Caucasian-American,3,1,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,8.0,8.0,8.0,8.0,,8.0,50.0,7.0,20.0,23.0,0.0,0.0,4.0,6.0,7.0,4.0,6.0,6.0,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,0.23,7,10,4.0,8.0,7.0,0,0
1085,female,27,28,Asian/Pacific Islander/Asian-American,European/Caucasian-American,3,1,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,8.0,8.0,8.0,8.0,7.0,7.0,30.0,30.0,20.0,10.0,10.0,0.0,5.0,4.0,6.0,7.0,5.0,5.0,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,0.14,7,10,4.0,7.0,2.0,0,0
1086,female,27,30,Asian/Pacific Islander/Asian-American,Other,3,1,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,6.0,8.0,8.0,7.0,8.0,7.0,20.0,25.0,25.0,15.0,5.0,10.0,6.0,9.0,8.0,7.0,8.0,4.0,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,0.54,7,10,4.0,7.0,7.0,0,0
1087,female,27,22,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,3,1,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,6.0,8.0,7.0,6.0,8.0,6.0,40.0,8.0,10.0,12.0,10.0,20.0,6.0,8.0,7.0,,,,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,-0.35,7,10,4.0,7.0,8.0,0,0
1088,female,27,32,Asian/Pacific Islander/Asian-American,European/Caucasian-American,3,1,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,8.0,8.0,8.0,8.0,8.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,10.0,9.0,8.0,7.0,7.0,10.0,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,0.06,7,10,4.0,9.0,8.0,1,1
1089,female,27,26,Asian/Pacific Islander/Asian-American,European/Caucasian-American,3,1,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,7.0,8.0,8.0,8.0,8.0,8.0,40.0,5.0,20.0,10.0,10.0,15.0,7.0,8.0,8.0,6.0,7.0,6.0,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,0.38,7,10,4.0,7.0,7.0,0,0
109,male,27,26,European/Caucasian-American,European/Caucasian-American,7,3,Finance,35.0,20.0,20.0,20.0,0.0,5.0,8,9,7,8,5,7.0,8.0,7.0,8.0,6.0,5.0,15.0,15.0,15.0,40.0,10.0,5.0,6.0,10.0,10.0,6.0,6.0,,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.3,7,3,0.0,6.0,3.0,0,0
1090,female,27,27,Asian/Pacific Islander/Asian-American,European/Caucasian-American,3,1,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,8.0,8.0,8.0,6.0,8.0,7.0,20.0,15.0,25.0,15.0,20.0,5.0,6.0,9.0,8.0,6.0,7.0,4.0,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,-0.12,7,10,4.0,7.0,7.0,1,0
1091,female,27,25,Asian/Pacific Islander/Asian-American,Black/African American,3,1,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,8.0,8.0,9.0,9.0,8.0,8.0,30.0,15.0,20.0,20.0,0.0,5.0,6.0,9.0,9.0,6.0,5.0,7.0,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,0.31,7,10,4.0,9.0,8.0,0,1
1092,female,27,22,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,3,1,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,7.0,9.0,8.0,8.0,8.0,,10.0,20.0,35.0,10.0,5.0,20.0,8.0,10.0,7.0,3.0,10.0,4.0,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,0.05,7,10,4.0,7.0,6.0,0,0
1093,female,27,21,Asian/Pacific Islander/Asian-American,European/Caucasian-American,3,1,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,6.0,9.0,8.0,8.0,9.0,8.0,19.0,24.0,21.0,23.0,5.0,8.0,6.0,8.0,8.0,5.5,6.0,2.0,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,0.07,7,10,4.0,7.0,9.0,0,0
1094,female,27,24,Asian/Pacific Islander/Asian-American,European/Caucasian-American,3,1,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,8.0,8.0,8.0,8.0,8.0,8.0,10.0,20.0,35.0,20.0,0.0,15.0,6.0,8.0,8.0,7.0,6.0,2.0,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,0.31,7,10,4.0,8.0,8.0,0,0
1095,female,27,25,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,3,1,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,8.0,8.0,8.0,8.0,8.0,8.0,15.0,10.0,30.0,10.0,5.0,30.0,7.0,10.0,7.0,7.0,7.0,5.0,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,0.34,7,10,4.0,8.0,8.0,0,1
1096,female,27,28,Asian/Pacific Islander/Asian-American,European/Caucasian-American,3,1,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,6.0,,8.0,8.0,8.0,8.0,20.0,20.0,15.0,15.0,5.0,25.0,6.0,8.0,8.0,6.0,9.0,,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,0.17,7,10,4.0,8.0,7.0,0,0
1097,female,27,27,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,3,1,chemistry,10.0,20.0,20.0,10.0,20.0,20.0,8,8,8,8,8,7.0,9.0,8.0,8.0,9.0,8.0,20.0,20.0,20.0,20.0,10.0,10.0,5.0,5.0,6.0,3.0,5.0,5.0,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,0.07,7,10,4.0,8.0,8.0,0,0
1098,female,28,28,European/Caucasian-American,Asian/Pacific Islander/Asian-American,6,9,Journalism,10.0,10.0,20.0,20.0,20.0,20.0,8,7,8,7,7,2.0,10.0,10.0,8.0,10.0,6.0,20.0,20.0,20.0,10.0,10.0,20.0,9.0,8.0,8.0,8.0,8.0,6.0,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,0.6,5,6,2.0,8.0,8.0,0,0
1099,female,28,26,European/Caucasian-American,European/Caucasian-American,6,9,Journalism,10.0,10.0,20.0,20.0,20.0,20.0,8,7,8,7,7,3.0,7.0,7.0,5.0,7.0,6.0,18.0,18.0,18.0,19.0,13.0,14.0,6.0,6.0,6.0,8.0,6.0,7.0,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,-0.21,5,6,2.0,6.0,8.0,0,0
11,female,24,22,European/Caucasian-American,European/Caucasian-American,2,5,law,45.0,5.0,25.0,20.0,0.0,5.0,7,5,10,8,3,8.0,5.0,6.0,6.0,9.0,6.0,60.0,0.0,0.0,40.0,0.0,0.0,7.0,6.0,10.0,6.0,6.0,5.0,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,0.18,4,5,3.0,7.0,3.0,0,0
110,male,22,21,European/Caucasian-American,Asian/Pacific Islander/Asian-American,1,1,Law,60.0,0.0,0.0,40.0,0.0,0.0,9,9,9,10,9,7.0,8.0,10.0,7.0,7.0,5.0,15.0,20.0,20.0,15.0,15.0,15.0,7.0,8.0,7.0,8.0,5.0,6.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.54,7,20,3.0,8.0,4.0,0,0
1100,female,28,26,European/Caucasian-American,Latino/Hispanic American,6,9,Journalism,10.0,10.0,20.0,20.0,20.0,20.0,8,7,8,7,7,2.0,6.0,8.0,4.0,7.0,4.0,10.0,20.0,20.0,22.0,6.0,22.0,7.0,7.0,7.0,8.0,,,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,0.37,5,6,2.0,5.0,6.0,0,0
1101,female,28,29,European/Caucasian-American,European/Caucasian-American,6,9,Journalism,10.0,10.0,20.0,20.0,20.0,20.0,8,7,8,7,7,8.0,8.0,9.0,8.0,7.0,6.0,50.0,7.0,20.0,23.0,0.0,0.0,7.0,7.0,8.0,7.0,8.0,7.0,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,-0.04,5,6,2.0,6.0,5.0,0,0
1102,female,28,39,European/Caucasian-American,European/Caucasian-American,6,9,Journalism,10.0,10.0,20.0,20.0,20.0,20.0,8,7,8,7,7,7.0,6.0,6.0,4.0,6.0,3.0,40.0,20.0,15.0,20.0,0.0,5.0,10.0,10.0,10.0,,,,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,0.22,5,6,2.0,5.0,2.0,0,0
1103,female,28,28,European/Caucasian-American,European/Caucasian-American,6,9,Journalism,10.0,10.0,20.0,20.0,20.0,20.0,8,7,8,7,7,8.0,8.0,8.0,7.0,9.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,8.0,7.0,7.0,5.0,5.0,8.0,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,0.61,5,6,2.0,9.0,7.0,0,1
1104,female,28,30,European/Caucasian-American,Other,6,9,Journalism,10.0,10.0,20.0,20.0,20.0,20.0,8,7,8,7,7,3.0,8.0,8.0,6.0,7.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,9.0,8.0,9.0,9.0,9.0,8.0,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,0.65,5,6,2.0,7.0,8.0,0,0
1105,female,28,22,European/Caucasian-American,Asian/Pacific Islander/Asian-American,6,9,Journalism,10.0,10.0,20.0,20.0,20.0,20.0,8,7,8,7,7,3.0,8.0,9.0,2.0,9.0,2.0,40.0,8.0,10.0,12.0,10.0,20.0,8.0,8.0,7.0,7.0,,,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,0.04,5,6,2.0,4.0,3.0,0,0
1106,female,28,32,European/Caucasian-American,European/Caucasian-American,6,9,Journalism,10.0,10.0,20.0,20.0,20.0,20.0,8,7,8,7,7,2.0,8.0,10.0,1.0,7.0,1.0,30.0,10.0,30.0,20.0,10.0,0.0,10.0,9.0,7.0,8.0,8.0,9.0,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,0.11,5,6,2.0,2.0,5.0,0,0
1107,female,28,26,European/Caucasian-American,European/Caucasian-American,6,9,Journalism,10.0,10.0,20.0,20.0,20.0,20.0,8,7,8,7,7,4.0,9.0,8.0,6.0,7.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,8.0,8.0,8.0,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,0.2,5,6,2.0,7.0,8.0,0,0
1108,female,28,27,European/Caucasian-American,European/Caucasian-American,6,9,Journalism,10.0,10.0,20.0,20.0,20.0,20.0,8,7,8,7,7,6.0,8.0,8.0,8.0,4.0,7.0,20.0,15.0,25.0,15.0,20.0,5.0,8.0,6.0,7.0,7.0,7.0,6.0,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,0.53,5,6,2.0,8.0,8.0,0,1
1109,female,28,25,European/Caucasian-American,Black/African American,6,9,Journalism,10.0,10.0,20.0,20.0,20.0,20.0,8,7,8,7,7,9.0,9.0,9.0,8.0,2.0,7.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,9.0,8.0,10.0,5.0,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,-0.02,5,6,2.0,7.0,7.0,0,0
111,male,22,24,European/Caucasian-American,European/Caucasian-American,1,1,Law,60.0,0.0,0.0,40.0,0.0,0.0,9,9,9,10,9,7.0,6.0,10.0,6.0,6.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,8.0,5.0,6.0,6.0,9.0,6.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.18,7,20,3.0,8.0,4.0,0,0
1111,female,28,21,European/Caucasian-American,European/Caucasian-American,6,9,Journalism,10.0,10.0,20.0,20.0,20.0,20.0,8,7,8,7,7,2.0,7.0,6.0,8.0,6.0,4.0,19.0,24.0,21.0,23.0,5.0,8.0,10.0,9.0,9.0,9.0,9.0,8.0,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,0.51,5,6,2.0,8.0,10.0,0,0
1113,female,28,25,European/Caucasian-American,Asian/Pacific Islander/Asian-American,6,9,Journalism,10.0,10.0,20.0,20.0,20.0,20.0,8,7,8,7,7,6.0,9.0,8.0,8.0,8.0,7.0,15.0,10.0,30.0,10.0,5.0,30.0,8.0,10.0,8.0,6.0,8.0,5.0,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,0.6,5,6,2.0,7.0,7.0,0,0
1114,female,28,28,European/Caucasian-American,European/Caucasian-American,6,9,Journalism,10.0,10.0,20.0,20.0,20.0,20.0,8,7,8,7,7,6.0,6.0,7.0,6.0,7.0,6.0,20.0,20.0,15.0,15.0,5.0,25.0,5.0,5.0,8.0,5.0,10.0,5.0,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,0.67,5,6,2.0,6.0,2.0,0,0
1115,female,28,27,European/Caucasian-American,Asian/Pacific Islander/Asian-American,6,9,Journalism,10.0,10.0,20.0,20.0,20.0,20.0,8,7,8,7,7,4.0,9.0,9.0,6.0,7.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,4.0,4.0,7.0,6.0,8.0,3.0,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,0.46,5,6,2.0,6.0,8.0,0,0
1117,female,25,26,Other,European/Caucasian-American,2,7,Elementary/Childhood Education [MA],20.0,20.0,20.0,20.0,10.0,10.0,8,9,8,8,7,4.0,8.0,7.0,5.0,7.0,4.0,18.0,18.0,18.0,19.0,13.0,14.0,4.0,6.0,5.0,6.0,5.0,4.0,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,-0.25,7,2,5.0,6.0,7.0,0,0
1118,female,25,26,Other,Latino/Hispanic American,2,7,Elementary/Childhood Education [MA],20.0,20.0,20.0,20.0,10.0,10.0,8,9,8,8,7,5.0,10.0,8.0,8.0,9.0,7.0,10.0,20.0,20.0,22.0,6.0,22.0,7.0,8.0,8.0,8.0,,,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,0.56,7,2,5.0,8.0,8.0,0,0
1119,female,25,29,Other,European/Caucasian-American,2,7,Elementary/Childhood Education [MA],20.0,20.0,20.0,20.0,10.0,10.0,8,9,8,8,7,8.0,9.0,10.0,7.0,8.0,8.0,50.0,7.0,20.0,23.0,0.0,0.0,5.0,6.0,6.0,5.0,6.0,7.0,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,0.1,7,2,5.0,7.0,7.0,0,0
112,male,22,25,European/Caucasian-American,European/Caucasian-American,1,1,Law,60.0,0.0,0.0,40.0,0.0,0.0,9,9,9,10,9,6.0,7.0,10.0,6.0,6.0,5.0,35.0,10.0,35.0,10.0,10.0,0.0,9.0,7.0,9.0,8.0,9.0,7.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.14,7,20,3.0,7.0,3.0,0,0
1120,female,25,39,Other,European/Caucasian-American,2,7,Elementary/Childhood Education [MA],20.0,20.0,20.0,20.0,10.0,10.0,8,9,8,8,7,7.0,10.0,7.0,7.0,8.0,6.0,40.0,20.0,15.0,20.0,0.0,5.0,10.0,10.0,10.0,,,,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,0.2,7,2,5.0,9.0,7.0,0,0
1121,female,25,28,Other,European/Caucasian-American,2,7,Elementary/Childhood Education [MA],20.0,20.0,20.0,20.0,10.0,10.0,8,9,8,8,7,8.0,8.0,10.0,10.0,10.0,10.0,30.0,30.0,20.0,10.0,10.0,0.0,4.0,8.0,7.0,4.0,3.0,2.0,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,0.66,7,2,5.0,9.0,8.0,0,1
1122,female,25,30,Other,Other,2,7,Elementary/Childhood Education [MA],20.0,20.0,20.0,20.0,10.0,10.0,8,9,8,8,7,5.0,10.0,10.0,9.0,10.0,8.0,20.0,25.0,25.0,15.0,5.0,10.0,6.0,9.0,9.0,8.0,8.0,7.0,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,0.43,7,2,5.0,9.0,8.0,0,0
1123,female,25,22,Other,Asian/Pacific Islander/Asian-American,2,7,Elementary/Childhood Education [MA],20.0,20.0,20.0,20.0,10.0,10.0,8,9,8,8,7,5.0,10.0,10.0,8.0,8.0,7.0,40.0,8.0,10.0,12.0,10.0,20.0,9.0,8.0,8.0,9.0,7.0,8.0,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,0.19,7,2,5.0,9.0,8.0,0,0
1124,female,25,32,Other,European/Caucasian-American,2,7,Elementary/Childhood Education [MA],20.0,20.0,20.0,20.0,10.0,10.0,8,9,8,8,7,4.0,10.0,9.0,6.0,8.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0,6.0,5.0,8.0,9.0,8.0,5.0,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,-0.01,7,2,5.0,7.0,8.0,0,0
1125,female,25,26,Other,European/Caucasian-American,2,7,Elementary/Childhood Education [MA],20.0,20.0,20.0,20.0,10.0,10.0,8,9,8,8,7,6.0,8.0,8.0,8.0,9.0,7.0,40.0,5.0,20.0,10.0,10.0,15.0,6.0,7.0,6.0,6.0,6.0,3.0,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,0.06,7,2,5.0,7.0,7.0,0,0
